#chr	gene_start	gene_end	strand	gene_name	promoter_start	promoter_end
chr12	63539014	63544722	-	AVPR1A	63544222	63545722
chr12	63665184	63666116	+	HNRNPA1P69	63664184	63665684
chr12	63686409	63753817	-	RP11-1022B3.1	63753317	63754817
chr12	63952693	64062719	-	DPY19L2	64062219	64063719
chr12	64017568	64189498	-	RP11-415I12.3	64188998	64190498
chr12	64045407	64045710	+	RP11-972L6.2	64044407	64045907
chr12	64078523	64118715	-	RP11-415I12.2	64118215	64119715
chr12	64154138	64154392	-	RP11-415I12.1	64153892	64155392
chr12	64173583	64203338	+	TMEM5	64172583	64174083
chr12	64202625	64215936	-	TMEM5-AS1	64215436	64216936
chr12	64215801	64217675	+	PABPC1P4	64214801	64216301
chr12	64238073	64541613	+	SRGAP1	64237073	64238573
chr12	64265519	64265824	-	RPL36AP41	64265324	64266824
chr12	64272567	64273254	+	RP11-274J7.2	64271567	64273067
chr12	64281159	64282378	-	RP11-274J7.3	64281878	64283378
chr12	64426192	64426445	+	RP11-1029F8.1	64425192	64426692
chr12	64432342	64491398	-	RP11-196H14.2	64490898	64492398
chr12	64502543	64514269	-	RP11-196H14.4	64513769	64515269
chr12	64540168	64541637	-	RP11-196H14.3	64541137	64542637
chr12	64580096	64616076	-	C12orf66	64615576	64617076
chr12	64616117	64790845	+	RPS11P6	64615117	64616617
chr12	64660193	64660546	+	RP11-290I21.2	64659193	64660693
chr12	64660217	64784972	-	C12orf56	64784472	64785972
chr12	64731958	64732577	-	RP11-114F3.2	64732077	64733577
chr12	64798130	64844907	+	XPOT	64797130	64798630
chr12	64836290	64837110	-	RP11-114F3.5	64836610	64838110
chr12	64845660	64895888	+	TBK1	64844660	64846160
chr12	64900946	64927418	-	RP11-439H13.2	64926918	64928418
chr12	64992858	65003239	-	RP11-338E21.1	65002739	65004239
chr12	65004293	65091347	+	RASSF3	65003293	65004793
chr12	65022124	65023756	+	RP11-338E21.2	65021124	65022624
chr12	65047840	65048799	-	RP11-338E21.3	65048299	65049799
chr12	65107225	65153227	-	GNS	65152727	65154227
chr12	65153301	65173098	+	RP11-629N8.3	65152301	65153801
chr12	65174589	65274812	+	TBC1D30	65173589	65175089
chr12	65261736	65262479	-	RP11-766N7.1	65261979	65263479
chr12	65277174	65371302	+	RP11-766N7.3	65276174	65277674
chr12	65314625	65376304	-	RP11-766N7.4	65375804	65377304
chr12	65411248	65413586	+	RP11-168J19.2	65410248	65411748
chr12	65444406	65515346	-	WIF1	65514846	65516346
chr12	65528468	65529053	+	APOOP3	65527468	65528968
chr12	65563351	65642107	+	LEMD3	65562351	65563851
chr12	65672423	65882024	+	MSRB3	65671423	65672923
chr12	65675437	65680508	+	RP11-305O6.3	65674437	65675937
chr12	65812511	65813807	-	KRT18P60	65813307	65814807
chr12	65860600	66036152	-	RP11-230G5.2	66035652	66037152
chr12	65953371	65954669	+	RP11-221N13.2	65952371	65953871
chr12	65996649	66006777	+	RP11-221N13.3	65995649	65997149
chr12	66038114	66057079	+	RP11-221N13.4	66037114	66038614
chr12	66039772	66040242	-	PCNPP3	66039742	66041242
chr12	66151800	66220754	-	RPSAP52	66220254	66221754
chr12	66217911	66360075	+	HMGA2	66216911	66218411
chr12	66245120	66275947	-	RP11-366L20.2	66275447	66276947
chr12	66328557	66342259	-	RP11-366L20.3	66341759	66343259
chr12	66421505	66424846	-	RP11-366L20.4	66424346	66425846
chr12	66431015	66431494	+	RP11-118B13.1	66430015	66431515
chr12	66516842	66524548	-	LLPH	66524048	66525548
chr12	66517697	66563765	-	TMBIM4	66563265	66564765
chr12	66517709	66563852	-	TMBIM4	66563352	66564852
chr12	66524531	66528229	+	RP11-745O10.2	66523531	66525031
chr12	66582659	66648402	+	IRAK3	66581659	66583159
chr12	66627859	66629014	-	RBMS1P1	66628514	66630014
chr12	66645525	66651214	-	RP11-335I12.2	66650714	66652214
chr12	66669720	66670431	-	PDCL3P7	66669931	66671431
chr12	66696325	66737423	+	HELB	66695325	66696825
chr12	66741211	67197966	-	GRIP1	67197466	67198966
chr12	66957304	66957474	+	OSBPL9P5	66956304	66957804
chr12	66957747	66962974	-	OSBPL9P4	66962474	66963974
chr12	67285656	67462942	-	RP11-123O10.4	67462442	67463942
chr12	67429288	67490186	-	RP11-123O10.3	67489686	67491186
chr12	67525347	67525985	-	RAB11AP2	67525485	67526985
chr12	67659622	67660746	-	GGTA2P	67660246	67661746
chr12	67663061	67713731	+	CAND1	67662061	67663561
chr12	67745216	67745819	+	MRPL40P1	67744216	67745716
chr12	67818052	67818766	-	NTAN1P3	67818266	67819766
chr12	67834778	67836339	-	RP11-473M14.3	67835839	67837339
chr12	67913609	67960906	+	RP11-542B15.1	67912609	67914109
chr12	67964977	67983767	-	RP11-335O4.1	67983267	67984767
chr12	68042118	68059186	+	DYRK2	68041118	68042618
chr12	68052771	68064699	-	RP11-335O4.3	68064199	68065699
chr12	68102827	68123255	-	RP11-43N5.1	68122755	68124255
chr12	68323015	68363797	+	GS1-410F4.4	68322015	68323515
chr12	68371887	68372167	-	GS1-410F4.5	68371667	68373167
chr12	68383225	68628466	+	IFNG-AS1	68382225	68383725
chr12	68395174	68395328	-	RPL39P28	68394828	68396328
chr12	68429547	68430633	+	HNRNPA1P70	68428547	68430047
chr12	68537098	68537470	+	RP11-444B24.2	68536098	68537598
chr12	68548548	68553527	-	IFNG	68553027	68554527
chr12	68595131	68619601	-	IL26	68619101	68620601
chr12	68642022	68647387	-	IL22	68646887	68648387
chr12	68666223	68726161	-	MDM1	68725661	68727161
chr12	68726668	68845443	-	RP11-81H14.2	68844943	68846443
chr12	68738444	68743739	+	RP11-71J4.2	68737444	68738944
chr12	68867521	68868682	+	RP11-81H14.3	68866521	68868021
chr12	68881467	68881643	+	RP11-81H14.4	68880467	68881967
chr12	68946775	68947662	-	RP11-254B13.1	68947162	68948662
chr12	69004619	69054372	+	RAP1B	69003619	69005119
chr12	69020650	69020967	-	RP11-254B13.4	69020467	69021967
chr12	69036299	69036773	-	RP11-254B13.3	69036273	69037773
chr12	69068151	69081535	-	RP11-637A17.2	69081035	69082535
chr12	69078375	69080088	+	RP11-637A17.1	69077375	69078875
chr12	69080514	69136785	+	NUP107	69079514	69081014
chr12	69099414	69100846	+	KRT8P39	69098414	69099914
chr12	69139886	69187508	+	SLC35E3	69138886	69140386
chr12	69198791	69199259	-	RP11-611O2.2	69198759	69200259
chr12	69201956	69239214	+	MDM2	69200956	69202456
chr12	69221898	69222333	+	RP11-611O2.1	69220898	69222398
chr12	69235068	69237017	-	RP11-611O2.5	69236517	69238017
chr12	69235726	69236164	+	RP11-611O2.3	69234726	69236226
chr12	69235977	69365350	-	CPM	69364850	69366350
chr12	69307584	69307802	+	RP11-611O2.6	69306584	69308084
chr12	69351157	69351457	-	PRELID2P1	69350957	69352457
chr12	69605903	69618022	+	RP11-324P9.1	69604903	69606403
chr12	69633317	69668138	+	CPSF6	69632317	69633817
chr12	69678177	69679265	+	RP11-1143G9.2	69677177	69678677
chr12	69742121	69748014	+	LYZ	69741121	69742621
chr12	69747273	69748005	-	RP11-1143G9.4	69747505	69749005
chr12	69753483	69784576	+	YEATS4	69752483	69753983
chr12	69816436	69816775	+	RP11-159A18.1	69815436	69816936
chr12	69843250	69854504	+	RP11-956E11.1	69842250	69843750
chr12	69864129	69973562	+	FRS2	69863129	69864629
chr12	69979114	69995350	+	CCT2	69978114	69979614
chr12	70002351	70004942	-	LRRC10	70004442	70005942
chr12	70037140	70093256	-	BEST3	70092756	70094256
chr12	70107413	70132348	-	RP11-588G21.2	70131848	70133348
chr12	70132461	70216984	+	RAB3IP	70131461	70132961
chr12	70195449	70249143	+	AC025263.3	70194449	70195949
chr12	70219084	70352877	+	MYRFL	70218084	70219584
chr12	70297813	70637140	-	RP11-611E13.2	70636640	70638140
chr12	70340323	70340861	-	RP11-611E13.3	70340361	70341861
chr12	70574118	70595784	+	RP11-320P7.2	70573118	70574618
chr12	70612912	70615642	-	RP11-320P7.1	70615142	70616642
chr12	70636774	70748773	+	CNOT2	70635774	70637274
chr12	70760056	70828072	+	KCNMB4	70759056	70760556
chr12	70840240	70841365	-	RP11-588H23.5	70840865	70842365
chr12	70861860	70932859	+	RP11-588H23.3	70860860	70862360
chr12	70910630	71031220	-	PTPRB	71030720	71032220
chr12	71031853	71314623	-	PTPRR	71314123	71315623
chr12	71065698	71066636	+	FAHD2P1	71064698	71066198
chr12	71401553	71425863	-	CTD-2021H9.1	71425363	71426863
chr12	71427902	71498306	-	CTD-2021H9.2	71497806	71499306
chr12	71441182	71512027	-	CTD-2021H9.3	71511527	71513027
chr12	71518865	71835678	-	TSPAN8	71835178	71836678
chr12	71833550	71980090	+	LGR5	71832550	71834050
chr12	71976073	71977632	-	RP11-186F10.2	71977132	71978632
chr12	72003252	72061505	-	ZFC3H1	72061005	72062505
chr12	72056789	72074419	+	THAP2	72055789	72057289
chr12	72067984	72092748	+	RP11-293I14.2	72066984	72068484
chr12	72079867	72097836	+	TMEM19	72078867	72080367
chr12	72102951	72104154	-	RP11-498M15.1	72103654	72105154
chr12	72148654	72184699	+	RAB21	72147654	72149154
chr12	72187635	72193407	-	RP11-2H8.2	72192907	72194407
chr12	72228814	72229176	-	RP11-2H8.3	72228676	72230176
chr12	72233487	72320629	+	TBC1D15	72232487	72233987
chr12	72243008	72244208	-	MRS2P2	72243708	72245208
chr12	72332626	72580398	+	TPH2	72331626	72333126
chr12	72439929	72451157	-	RP11-89M22.3	72450657	72452157
chr12	72481046	73059422	+	TRHDE	72480046	72481546
chr12	72647288	72668687	-	TRHDE-AS1	72668187	72669687
chr12	72825502	72825855	-	RP11-98E6.1	72825355	72826855
chr12	73004458	73005096	+	CHCHD3P2	73003458	73004958
chr12	73121703	73122624	-	RP11-12K6.2	73122124	73123624
chr12	73509737	73537638	-	RP11-314D7.1	73537138	73538638
chr12	73552970	73602097	+	RP11-314D7.2	73551970	73553470
chr12	73597595	73600615	-	RP11-314D7.3	73600115	73601615
chr12	74042446	74042819	+	RP11-166B14.1	74041446	74042946
chr12	74154469	74192507	+	RP11-295G12.1	74153469	74154969
chr12	74300720	74313117	+	RP11-711C17.1	74299720	74301220
chr12	74432866	74439608	+	RP11-711C17.2	74431866	74433366
chr12	74526946	74796315	-	RP11-81H3.2	74795815	74797315
chr12	74564225	74565610	+	RP11-274M17.1	74563225	74564725
chr12	74642417	74677449	-	RP11-274M17.3	74676949	74678449
chr12	74668732	74669011	+	RP11-274M17.2	74667732	74669232
chr12	74686104	74686876	+	RP11-81H3.1	74685104	74686604
chr12	74931551	74935223	+	ATXN7L3B	74930551	74932051
chr12	74931925	74932413	-	RP11-56G10.2	74931913	74933413
chr12	75050341	75050640	+	RP11-361A23.1	75049341	75050841
chr12	75057554	75057921	-	RP11-361A23.2	75057421	75058921
chr12	75121818	75122631	-	RP11-361A23.3	75122131	75123631
chr12	75414749	75438573	+	RP11-81K13.1	75413749	75415249
chr12	75433857	75603648	-	KCNC2	75603148	75604648
chr12	75628520	75692288	+	RP11-560G2.1	75627520	75629020
chr12	75651415	75652414	-	RP11-404O18.1	75651914	75653414
chr12	75669759	75784708	-	CAPS2	75784208	75785708
chr12	75699232	75700137	+	RP11-560G2.2	75698232	75699732
chr12	75728419	75764340	+	GLIPR1L1	75727419	75728919
chr12	75784850	75826468	+	GLIPR1L2	75783850	75785350
chr12	75874460	75897633	+	GLIPR1	75873460	75874960
chr12	75877904	75883600	-	RP11-585P4.5	75883100	75884600
chr12	75890684	75905416	-	KRR1	75904916	75906416
chr12	75956982	76377795	-	RP11-114H23.1	76377295	76378795
chr12	75993827	75995331	+	RP11-25J3.2	75992827	75994327
chr12	76082574	76082876	-	RP11-114H23.3	76082376	76083876
chr12	76087790	76092596	-	RP11-114H23.2	76092096	76093596
chr12	76319993	76320247	+	RP11-290L1.6	76318993	76320493
chr12	76357812	76358780	+	RP11-290L1.7	76356812	76358312
chr12	76358220	76360842	+	RP11-290L1.5	76357220	76358720
chr12	76419227	76427712	-	PHLDA1	76427212	76428712
chr12	76424274	76425158	+	RP11-290L1.3	76423274	76424774
chr12	76426438	76427677	+	RP11-290L1.2	76425438	76426938
chr12	76438670	76478813	-	NAP1L1	76478313	76479813
chr12	76451318	76451895	+	RP11-290L1.4	76450318	76451818
chr12	76509491	76509880	+	RP11-453D16.1	76508491	76509991
chr12	76531205	76532390	+	RP11-453D16.2	76530205	76531705
chr12	76653619	76698911	+	RP11-54A9.1	76652619	76654119
chr12	76738254	76742222	-	BBS10	76741722	76743222
chr12	76745577	76953589	-	OSBPL8	76953089	76954589
chr12	76956074	77009211	+	RP11-20E24.1	76955074	76956574
chr12	76993451	76994250	+	RP11-613M5.1	76992451	76993951
chr12	77013166	77013823	+	YWHAQP7	77012166	77013666
chr12	77054185	77054664	+	RP11-613M5.2	77053185	77054685
chr12	77115314	77116066	+	RP11-613M5.3	77114314	77115814
chr12	77150971	77151694	+	RP11-734E19.1	77149971	77151471
chr12	77157368	77247476	+	ZDHHC17	77156368	77157868
chr12	77252495	77272840	-	CSRP2	77272340	77273840
chr12	77271973	77274132	+	RP11-461F16.3	77270973	77272473
chr12	77377859	77378449	-	RP11-669B18.1	77377949	77379449
chr12	77415027	77459360	-	E2F7	77458860	77460360
chr12	77613383	77622473	-	RP1-81P11.1	77621973	77623473
chr12	77718421	77966055	+	RP1-34H18.1	77717421	77718921
chr12	77773600	77784644	+	RP1-97G4.1	77772600	77774100
chr12	78169563	78177356	+	RP11-781A6.1	78168563	78170063
chr12	78224685	78606790	+	NAV3	78223685	78225185
chr12	78445961	78485517	-	RP11-136F16.1	78485017	78486517
chr12	78524117	78524784	-	RP11-136F16.2	78524284	78525784
chr12	78720460	78753526	-	RP11-38F22.1	78753026	78754526
chr12	78746299	78876799	+	RP11-754N21.1	78745299	78746799
chr12	78820606	78836732	-	RP11-90C1.1	78836232	78837732
chr12	78842775	78934455	-	RP11-171L9.1	78933955	78935455
chr12	79187306	79187894	-	RP11-123M21.2	79187394	79188894
chr12	79198128	79202279	+	RP11-123M21.1	79197128	79198628
chr12	79257773	79845788	+	SYT1	79256773	79258273
chr12	79354038	79439424	-	RP11-390N6.1	79438924	79440424
chr12	79734985	79897176	-	RP1-78O14.1	79896676	79898176
chr12	79893899	79894467	-	RP11-359M6.2	79893967	79895467
chr12	79933983	79944315	+	RP11-359M6.1	79932983	79934483
chr12	79952562	79952946	+	RP11-359M6.3	79951562	79953062
chr12	79968759	80084877	-	PAWR	80084377	80085877
chr12	80083924	80172231	+	RP11-530C5.1	80082924	80084424
chr12	80167343	80329240	-	PPP1R12A	80328740	80330240
chr12	80217558	80219276	+	RP11-530C5.2	80216558	80218058
chr12	80328681	80334448	+	RP11-84G21.1	80327681	80329181
chr12	80382794	80382998	-	RP11-84G21.2	80382498	80383998
chr12	80422673	80423411	+	RP1-170B16.1	80421673	80423173
chr12	80496676	80497113	-	RP11-244J10.1	80496613	80498113
chr12	80603233	80772870	+	OTOGL	80602233	80603733
chr12	80799774	81072802	+	PTPRQ	80798774	80800274
chr12	80954796	80955339	-	RP11-272K23.4	80954839	80956339
chr12	80977462	80987480	-	RP11-272K23.3	80986980	80988480
chr12	81101277	81103253	+	MYF6	81100277	81101777
chr12	81110691	81113452	+	MYF5	81109691	81111191
chr12	81156933	81164496	+	RP11-540D4.3	81155933	81157433
chr12	81186299	81331704	-	LIN7A	81331204	81332704
chr12	81254734	81255287	-	RP11-299A16.1	81254787	81256287
chr12	81331594	81650533	+	ACSS3	81330594	81332094
chr12	81488154	81519624	-	RP11-543H12.1	81519124	81520624
chr12	81652045	82153332	-	PPFIA2	82152832	82154332
chr12	81664454	81706201	+	RP11-121G22.3	81663454	81664954
chr12	81771821	81866733	+	RP11-315E17.1	81770821	81772321
chr12	81939105	81940229	-	RP11-617J18.1	81939729	81941229
chr12	82262147	82262825	+	RP11-275O18.1	82261147	82262647
chr12	82347498	82386912	+	RP11-362A1.1	82346498	82347998
chr12	82392411	82392741	+	RP11-362A1.2	82391411	82392911
chr12	82617460	82752584	-	CCDC59	82752084	82753584
chr12	82752276	82873015	+	METTL25	82751276	82752776
chr12	82862235	82862727	+	RP11-263K4.1	82861235	82862735
chr12	82874897	82891339	-	RP11-263K4.5	82890839	82892339
chr12	82898990	82899967	-	RP11-263K4.4	82899467	82900967
chr12	82906456	82909596	+	RP11-263K4.3	82905456	82906956
chr12	83080659	83528649	+	TMTC2	83079659	83081159
chr12	83545110	83545969	+	RPL6P25	83544110	83545610
chr12	83565369	83566519	+	RP11-87P13.2	83564369	83565869
chr12	84054788	84055498	-	RP11-384P14.1	84054998	84056498
chr12	84665119	84688341	+	RP11-788H18.1	84664119	84665619
chr12	84842404	84843657	-	RP11-228G3.1	84843157	84844657
chr12	85065377	85065805	+	RP11-701B6.1	85064377	85065877
chr12	85253492	85307394	-	SLC6A15	85306894	85308394
chr12	85333303	85333447	-	RP11-1079J22.1	85332947	85334447
chr12	85408094	85430055	-	TSPAN19	85429555	85431055
chr12	85430092	85657002	+	LRRIQ1	85429092	85430592
chr12	85657322	85658235	+	RP11-193M21.1	85656322	85657822
chr12	85673885	85695562	+	ALX1	85672885	85674385
chr12	85711838	85736690	+	RP11-408B11.2	85710838	85712338
chr12	85961656	85962017	+	RP11-629O19.1	85960656	85962156
chr12	86175670	86176222	-	RP13-619I2.2	86175722	86177222
chr12	86198331	86230348	-	RASSF9	86229848	86231348
chr12	86268073	86276770	+	NTS	86267073	86268573
chr12	86352465	86354725	+	RP11-18J9.3	86351465	86352965
chr12	86372516	87232681	-	MGAT4C	87232181	87233681
chr12	86409475	86410219	+	RP11-812D23.1	86408475	86409975
chr12	86993355	87232775	-	RP11-202H2.1	87232275	87233775
chr12	87563762	87564206	-	RPL23AP68	87563706	87565206
chr12	88140344	88140460	+	RP11-248E9.1	88139344	88140844
chr12	88143919	88144090	+	CYCSP30	88142919	88144419
chr12	88147191	88147224	-	RP11-248E9.4	88146724	88148224
chr12	88175940	88178345	-	MKRN9P	88177845	88179345
chr12	88189510	88195805	+	RP11-248E9.5	88188510	88190010
chr12	88210263	88211608	+	RP11-248E9.6	88209263	88210763
chr12	88214431	88214695	-	RP11-248E9.7	88214195	88215695
chr12	88338662	88344596	+	RPS4XP15	88337662	88339162
chr12	88373816	88427814	-	C12orf50	88427314	88428814
chr12	88427623	88443937	+	C12orf29	88426623	88428123
chr12	88442793	88535993	-	CEP290	88535493	88536993
chr12	88451653	88452355	-	RP11-474L23.3	88451855	88453355
chr12	88536073	88593664	+	TMTC3	88535073	88536573
chr12	88886570	88974628	-	KITLG	88974128	88975628
chr12	89404458	89413456	-	RP11-13A1.1	89412956	89414456
chr12	89421534	89422299	+	RP11-13A1.2	89420534	89422034
chr12	89441964	89703330	-	RP11-13A1.3	89702830	89704330
chr12	89713141	89713426	+	MRPS6P4	89712141	89713641
chr12	89741009	89747048	-	DUSP6	89746548	89748048
chr12	89761584	89763078	+	RP11-1109F11.3	89760584	89762084
chr12	89765597	89766136	+	RP11-1109F11.5	89764597	89766097
chr12	89813495	89919801	-	POC1B	89919301	89920801
chr12	89893870	89896447	+	CENPCP1	89892870	89894370
chr12	89913185	89920039	-	GALNT4	89919539	89921039
chr12	89913185	89920039	-	POC1B-GALNT4	89919539	89921039
chr12	89919431	89934079	+	RP11-734K2.4	89918431	89919931
chr12	89954906	89987798	+	RP11-981P6.1	89953906	89955406
chr12	89981828	90103077	-	ATP2B1	90102577	90104077
chr12	90102736	90106367	+	LINC00936	90101736	90103236
chr12	90146690	90147608	+	MRPL2P1	90145690	90147190
chr12	90276442	90383066	+	RP11-654D12.2	90275442	90276942
chr12	90313214	90313553	-	RP11-654D12.1	90313053	90314553
chr12	90341470	90343503	+	RP11-654D12.3	90340470	90341970
chr12	90501516	90506556	+	RP11-567C2.1	90500516	90502016
chr12	90674671	90694117	+	RP11-753N8.1	90673671	90675171
chr12	91011536	91016599	-	RP11-632B21.1	91016099	91017599
chr12	91203053	91204457	+	RP11-20L19.1	91202053	91203553
chr12	91299399	91348953	-	CCER1	91348453	91349953
chr12	91311800	91342446	+	LINC00615	91310800	91312300
chr12	91357456	91398803	-	EPYC	91398303	91399803
chr12	91444268	91451760	-	KERA	91451260	91452760
chr12	91496406	91505608	-	LUM	91505108	91506608
chr12	91539025	91576900	-	DCN	91576400	91577900
chr12	91587486	91587719	+	AC007115.3	91586486	91587986
chr12	91755973	91762383	+	RP11-121E16.1	91754973	91756473
chr12	92073908	92074650	+	RP11-1041F24.1	92072908	92074408
chr12	92264898	92265006	-	RP11-587P21.1	92264506	92266006
chr12	92271167	92274431	+	RP11-587P21.2	92270167	92271667
chr12	92295234	92299963	+	RP11-587P21.3	92294234	92295734
chr12	92378756	92536690	-	C12orf79	92536190	92537690
chr12	92536286	92539673	-	BTG1	92539173	92540673
chr12	92539349	92583436	+	RP11-796E2.4	92538349	92539849
chr12	92562176	92562653	+	RPL21P106	92561176	92562676
chr12	92813870	92821924	-	CLLU1OS	92821424	92822924
chr12	92815307	92877456	+	RP11-693J15.4	92814307	92815807
chr12	92815307	92824778	+	CLLU1	92814307	92815807
chr12	92860227	92885867	+	RP11-693J15.5	92859227	92860727
chr12	92924236	92925100	+	RP11-693J15.3	92923236	92924736
chr12	93096619	93102325	+	C12orf74	93095619	93097119
chr12	93115281	93166231	+	PLEKHG7	93114281	93115781
chr12	93164413	93323107	-	EEA1	93322607	93324107
chr12	93251855	93253049	+	RP11-603K19.1	93250855	93252355
chr12	93277549	93278476	+	HNRNPA1P50	93276549	93278049
chr12	93392994	93413596	+	RP11-511B23.1	93391994	93393494
chr12	93397191	93609455	-	RP11-511B23.2	93608955	93610455
chr12	93429037	93429520	+	RP11-511B23.4	93428037	93429537
chr12	93484298	93501376	+	RP11-202G11.2	93483298	93484798
chr12	93517839	93518319	-	RP11-202G11.1	93517819	93519319
chr12	93568142	93575608	+	RP11-511B23.3	93567142	93568642
chr12	93708585	93709717	+	RP11-486A14.1	93707585	93709085
chr12	93710911	93771512	-	RP11-486A14.2	93771012	93772512
chr12	93771659	93797024	+	NUDT4	93770659	93772159
chr12	93799449	93836038	-	UBE2N	93835538	93837038
chr12	93861264	93897545	+	MRPL42	93860264	93861764
chr12	93923336	93923765	-	RP11-356O22.4	93923265	93924765
chr12	93936239	93965544	-	SOCS2-AS1	93965044	93966544
chr12	93963590	93977263	+	SOCS2	93962590	93964090
chr12	94034598	94035362	-	RP11-887P2.3	94034862	94036362
chr12	94071151	94288616	+	CRADD	94070151	94071651
chr12	94101567	94131599	-	RP11-887P2.5	94131099	94132599
chr12	94229943	94231814	+	RP11-887P2.6	94228943	94230443
chr12	94288741	94337379	-	RP11-1060G2.1	94336879	94338379
chr12	94338817	94341589	+	RP11-1060G2.2	94337817	94339317
chr12	94533853	94535113	+	RP11-74K11.1	94532853	94534353
chr12	94542499	94701451	+	PLXNC1	94541499	94542999
chr12	94561782	94579820	-	RP11-74K11.2	94579320	94580820
chr12	94665926	94670971	-	RP11-1105G2.4	94670471	94671971
chr12	94671534	94676620	-	RP11-1105G2.3	94676120	94677620
chr12	94700225	94853764	-	CCDC41	94853264	94854764
chr12	94817520	94818745	-	RBMS2P1	94818245	94819745
chr12	94885322	94890218	-	RP11-778J16.3	94889718	94891218
chr12	94914866	94915645	-	RP11-778J16.2	94915145	94916645
chr12	94942017	94943312	+	SUCLG2P2	94941017	94942517
chr12	94960900	95044338	-	TMCC3	95043838	95045338
chr12	94984597	94984869	+	LSM3P2	94983597	94985097
chr12	95227923	95228934	+	KRT19P2	95226923	95228423
chr12	95290831	95397546	-	NDUFA12	95397046	95398546
chr12	95414005	95467479	-	NR2C1	95466979	95468479
chr12	95470525	95611258	-	FGD6	95610758	95612258
chr12	95494307	95494821	+	RP11-129B9.2	95493307	95494807
chr12	95519536	95520165	+	RP11-129B9.1	95518536	95520036
chr12	95611522	95696566	+	VEZT	95610522	95612022
chr12	95680094	95680614	-	CBX3P5	95680114	95681614
chr12	95770984	95774672	-	RP11-167N24.6	95774172	95775672
chr12	95781666	95782334	-	RP11-167N24.5	95781834	95783334
chr12	95782375	95799280	-	RP11-167N24.4	95798780	95800280
chr12	95801711	95830604	-	RP11-167N24.3	95830104	95831604
chr12	95861173	95861637	-	RP11-490G8.1	95861137	95862637
chr12	95867296	95909615	+	METAP2	95866296	95867796
chr12	95910336	95945266	-	USP44	95944766	95946266
chr12	96043031	96067775	+	PGAM1P5	96042031	96043531
chr12	96051583	96184930	-	NTN4	96184430	96185930
chr12	96189123	96252617	-	RP11-536G4.2	96252117	96253617
chr12	96196875	96217085	+	RP11-536G4.1	96195875	96197375
chr12	96252706	96297606	+	SNRPF	96251706	96253206
chr12	96260826	96336752	-	CCDC38	96336252	96337752
chr12	96337071	96362370	+	AMDHD1	96336071	96337571
chr12	96366440	96390143	-	HAL	96389643	96391143
chr12	96390299	96405267	+	RP11-256L6.3	96389299	96390799
chr12	96394606	96437298	-	LTA4H	96436798	96438298
chr12	96419101	96421749	+	RP11-256L6.2	96418101	96419601
chr12	96453802	96454153	-	RP11-256L6.4	96453653	96455153
chr12	96588160	96663613	+	ELK3	96587160	96588660
chr12	96616575	96617751	-	RP11-394J1.2	96617251	96618751
chr12	96672039	96794338	-	CDK17	96793838	96795338
chr12	96780596	96780972	-	RP11-117N2.2	96780472	96781972
chr12	96816104	96879220	-	RP11-510I5.4	96878720	96880220
chr12	96883349	97269333	+	C12orf55	96882349	96883849
chr12	97294475	97296476	-	EEF1A1P33	97295976	97297476
chr12	97301001	97347129	+	NEDD1	97300001	97301501
chr12	97379434	97579387	+	RP11-541G9.1	97378434	97379934
chr12	97417799	97444907	+	RP11-397H6.1	97416799	97418299
chr12	97666470	97669987	-	RP11-541G9.2	97669487	97670987
chr12	97825431	97958813	+	RMST	97824431	97825931
chr12	98073657	98073825	-	RP11-528M18.3	98073325	98074825
chr12	98107190	98155637	-	RP11-1016B18.1	98155137	98156637
chr12	98506792	98686223	-	RP11-690J15.1	98685723	98687223
chr12	98711519	98712127	+	RP11-718L23.1	98710519	98712019
chr12	98847613	98850923	-	SLC9A7P1	98850423	98851923
chr12	98879322	98897633	-	RP11-181C3.1	98897133	98898633
chr12	98906751	98910200	-	TMPO-AS1	98909700	98911200
chr12	98909290	98944157	+	TMPO	98908290	98909790
chr12	98984501	98984992	-	RP11-481K9.4	98984492	98985992
chr12	98987369	98995946	+	SLC25A3	98986369	98987869
chr12	99007183	99038891	-	IKBIP	99038391	99039891
chr12	99038919	99129204	+	APAF1	99037919	99039419
chr12	99120235	100378432	-	ANKS1B	100377932	100379432
chr12	99188263	99188742	+	RP11-90E9.1	99187263	99188763
chr12	99325460	99370434	+	RP11-473C19.1	99324460	99325960
chr12	99487137	99498789	+	RP11-406H4.1	99486137	99487637
chr12	100041531	100043824	+	FAM71C	100040531	100042031
chr12	100402830	100403616	-	RPS4XP1	100403116	100404616
chr12	100422233	100536626	-	UHRF1BP1L	100536126	100537626
chr12	100536836	100538449	+	RP11-175P13.2	100535836	100537336
chr12	100550135	100567437	-	GOLGA2B	100566937	100568437
chr12	100566974	100593561	-	RP11-175P13.3	100593061	100594561
chr12	100592900	100635643	+	ACTR6	100591900	100593400
chr12	100597447	100660857	-	DEPDC4	100660357	100661857
chr12	100660918	100735502	+	SCYL2	100659918	100661418
chr12	100750857	100815837	+	SLC17A8	100749857	100751357
chr12	100867486	100958191	+	NR1H4	100866486	100867986
chr12	100918964	100919198	-	RP11-575G13.3	100918698	100920198
chr12	100967461	101022064	+	GAS2L3	100966461	100967961
chr12	100972522	100973975	+	RP11-575G13.2	100971522	100973022
chr12	101111304	101522419	+	ANO4	101110304	101111804
chr12	101246109	101253040	-	RP11-263E1.1	101252540	101254040
